target_id,pval,qval,test_stat,rss,degrees_free,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq
lcl|NC_003911.12_cds_WP_011046245.1_483,7.70E-11,4.22E-08,42.33339599,25.35987082,1,8.766384225,1.950759294,0.000175753,1.950583541,0.807005856,1.950583541
lcl|NC_003911.12_cds_WP_011047807.1_2119,9.45E-11,4.22E-08,41.93109186,17.5694853,1,7.12221778,1.351498869,0.000878791,1.350620078,0.110118514,1.350620078
lcl|NC_003911.12_cds_WP_011048321.1_2661,1.45E-10,4.22E-08,41.09176782,10.39252061,1,7.439636806,0.799424662,0.000614483,0.798810179,0.158947695,0.798810179
lcl|NC_003911.12_cds_WP_044028821.1_3723,1.51E-10,4.22E-08,41.01811345,22.8935774,1,6.676839785,1.761044415,0.001433033,1.759611382,0.111214447,1.759611382
lcl|NC_003911.12_cds_WP_051420375.1_2625,1.59E-10,4.22E-08,40.91991261,10.99678649,1,7.198384774,0.845906653,0.00075871,0.845147943,0.118819052,0.845147943
lcl|NC_003911.12_cds_WP_230981741.1_2680,2.21E-10,4.22E-08,40.26888282,18.49781473,1,8.488147597,1.422908826,0.000212924,1.422695901,0.62190614,1.422695901
lcl|NC_003911.12_cds_WP_011045901.1_133,2.61E-10,4.22E-08,39.94495092,14.95655789,1,8.060269643,1.150504453,0.000308751,1.150195702,0.388588167,1.150195702
lcl|NC_003911.12_cds_WP_193385767.1_3120,2.71E-10,4.22E-08,39.87668082,14.99353553,1,7.064942773,1.153348887,0.000824075,1.152524812,0.105274549,1.152524812
lcl|NC_003911.12_cds_WP_044028353.1_2357,2.93E-10,4.22E-08,39.72083053,15.942361,1,7.526603301,1.226335461,0.000578326,1.225757135,0.180069725,1.225757135
lcl|NC_003911.12_cds_WP_011047953.1_2266,2.96E-10,4.22E-08,39.70146905,14.67218487,1,7.889537883,1.128629606,0.000396492,1.128233114,0.312691576,1.128233114
lcl|NC_006569.1_cds_WP_011242200.1_4388,3.16E-10,4.22E-08,39.57159359,8.381515941,1,7.491369473,0.644731995,0.000552294,0.644179702,0.170945945,0.644179702
lcl|NC_003911.12_cds_WP_011048942.1_3300,3.18E-10,4.22E-08,39.56308036,19.00117429,1,8.008398437,1.461628791,0.000387376,1.461241415,0.364628146,1.461241415
lcl|NC_003911.12_cds_WP_044028080.1_1463,3.35E-10,4.22E-08,39.45815413,13.14929635,1,6.680462462,1.011484335,0.001360543,1.010123792,0.110897775,1.010123792
lcl|NC_003911.12_cds_WP_011048894.1_3252,3.62E-10,4.22E-08,39.30920232,23.28890629,1,8.543844728,1.79145433,0.000200522,1.791253808,0.656912849,1.791253808
lcl|NC_003911.12_cds_WP_011048658.1_3005,3.70E-10,4.22E-08,39.26317283,19.83117638,1,8.23250181,1.525475106,0.000290801,1.525184305,0.474856636,1.525184305
lcl|NC_003911.12_cds_WP_011047662.1_1973,3.83E-10,4.22E-08,39.19825351,15.31258914,1,7.290126443,1.177891472,0.000707109,1.177184363,0.132116342,1.177184363
lcl|NC_003911.12_cds_WP_011048057.1_2375,3.99E-10,4.22E-08,39.11898383,17.96333843,1,8.500013753,1.381795263,0.000209929,1.381585334,0.629276448,1.381585334
lcl|NC_003911.12_cds_WP_044029028.1_930,4.03E-10,4.22E-08,39.09990113,13.05166883,1,7.882060889,1.003974526,0.000363188,1.003611338,0.309477547,1.003611338
lcl|NC_003911.12_cds_WP_011048218.1_2553,4.03E-10,4.22E-08,39.09613402,19.74588503,1,8.278710448,1.518914233,0.000262841,1.518651392,0.499760985,1.518651392
lcl|NC_003911.12_cds_WP_011046836.1_1103,4.06E-10,4.22E-08,39.08582753,11.88357982,1,6.808059705,0.914121525,0.001119945,0.913001579,0.103613655,0.913001579
lcl|NC_003911.12_cds_WP_011048769.1_3122,4.06E-10,4.22E-08,39.08292628,20.59108826,1,9.325642324,1.583929867,9.43E-05,1.583835613,1.248532105,1.583835613
lcl|NC_003911.12_cds_WP_011047828.1_2140,4.29E-10,4.22E-08,38.97555798,12.17088027,1,8.386008176,0.936221559,0.000225919,0.93599564,0.560450161,0.93599564
lcl|NC_003911.12_cds_WP_011046751.1_1004,4.34E-10,4.22E-08,38.95461015,11.71079904,1,7.940741228,0.900830696,0.000356527,0.900474169,0.334771174,0.900474169
lcl|NC_003911.12_cds_WP_011048837.1_3194,4.53E-10,4.22E-08,38.8706548,13.11857304,1,8.561725912,1.009121003,0.000191091,1.008929912,0.66837263,1.008929912
lcl|NC_003911.12_cds_WP_011047156.1_1445,4.58E-10,4.22E-08,38.85055316,16.25546682,1,7.81035078,1.250420525,0.000412041,1.250008484,0.279149789,1.250008484
lcl|NC_003911.12_cds_WP_011048855.1_3212,4.58E-10,4.22E-08,38.84762767,20.61153623,1,8.83426698,1.585502787,0.000155643,1.585347144,0.855928708,1.585347144
lcl|NC_003911.12_cds_WP_011048870.1_3228,4.60E-10,4.22E-08,38.84174523,10.2088996,1,7.561756833,0.78529997,0.000555686,0.784744283,0.189934088,0.784744283
lcl|NC_003911.12_cds_WP_011046254.1_494,4.67E-10,4.22E-08,38.80917895,28.65141778,1,9.354453423,2.203955214,9.68E-05,2.203858381,1.273369983,2.203858381
lcl|NC_003911.12_cds_WP_011047956.1_2269,4.76E-10,4.22E-08,38.77489212,13.08403778,1,7.883061157,1.006464444,0.000390173,1.006074271,0.309907172,1.006074271
lcl|NC_003911.12_cds_WP_011046253.1_493,4.77E-10,4.22E-08,38.76834956,28.20888975,1,9.358314668,2.169914596,9.55E-05,2.169819055,1.27671161,2.169819055
lcl|NC_003911.12_cds_WP_011049152.1_3515,4.79E-10,4.22E-08,38.75972926,11.64975903,1,8.542529847,0.89613531,0.00019442,0.89594089,0.656074387,0.89594089
lcl|NC_006569.1_cds_WP_011241821.1_3980,4.85E-10,4.22E-08,38.73603051,10.30048032,1,6.818819184,0.79234464,0.001169971,0.791174669,0.10315966,0.791174669
lcl|NC_003911.12_cds_WP_011048019.1_2336,5.06E-10,4.22E-08,38.65360346,16.77572659,1,8.412212014,1.290440507,0.000215007,1.290225499,0.575875885,1.290225499
lcl|NC_003911.12_cds_WP_044029354.1_3285,5.14E-10,4.22E-08,38.62248789,21.71443772,1,8.565316908,1.670341363,0.000205379,1.670135984,0.670686929,1.670135984
lcl|NC_003911.12_cds_WP_011048005.1_2322,5.18E-10,4.22E-08,38.60887296,22.23314062,1,9.444992024,1.710241586,8.06E-05,1.710160956,1.352486126,1.710160956
lcl|NC_003911.12_cds_WP_030003246.1_3019,5.23E-10,4.22E-08,38.59015279,10.79850747,1,6.856841011,0.830654421,0.001067465,0.829586956,0.101814683,0.829586956
lcl|NC_003911.12_cds_WP_011048612.1_2958,5.26E-10,4.22E-08,38.57720018,8.69044611,1,6.962768808,0.668495855,0.000967245,0.66752861,0.100862911,0.66752861
lcl|NC_003911.12_cds_WP_011046122.1_360,5.27E-10,4.22E-08,38.57390028,13.39729701,1,8.259862018,1.030561309,0.000246992,1.030314317,0.489512742,1.030314317
lcl|NC_003911.12_cds_WP_011047845.1_2157,5.31E-10,4.22E-08,38.55985416,20.19401749,1,9.379218881,1.553385961,8.61E-05,1.553299825,1.294854366,1.553299825
lcl|NC_003911.12_cds_WP_011047884.1_2196,5.63E-10,4.22E-08,38.44731155,17.57899431,1,8.948414686,1.352230332,0.000137267,1.352093065,0.941324638,1.352093065
lcl|NC_003911.12_cds_WP_011046033.1_267,5.68E-10,4.22E-08,38.42884647,20.81700279,1,8.987459075,1.601307907,0.000122794,1.601185113,0.971402113,1.601185113
lcl|NC_003911.12_cds_WP_011046246.1_484,5.82E-10,4.22E-08,38.38123395,27.34304567,1,9.867518799,2.103311205,5.84E-05,2.103252803,1.737694598,2.103252803
lcl|NC_003911.12_cds_WP_269138913.1_2032,6.12E-10,4.22E-08,38.28386783,23.4065341,1,7.616974981,1.800502623,0.000530915,1.799971709,0.206930847,1.799971709
lcl|NC_003911.12_cds_WP_011048767.1_3119,6.14E-10,4.22E-08,38.27597103,17.27917211,1,8.565016671,1.329167086,0.00020279,1.328964295,0.67049327,1.328964295
lcl|NC_003911.12_cds_WP_011048729.1_3080,6.16E-10,4.22E-08,38.27089046,13.55591109,1,8.946670994,1.042762391,0.000137267,1.042625125,0.939991504,1.042625125
lcl|NC_003911.12_cds_WP_011047404.1_1698,6.19E-10,4.22E-08,38.26104895,21.67555612,1,7.312693697,1.667350471,0.000647162,1.666703309,0.135754121,1.666703309
lcl|NC_003911.12_cds_WP_144084073.1_3284,6.27E-10,4.22E-08,38.23458236,20.4248828,1,9.101983309,1.571144831,0.000108815,1.571036016,1.062043125,1.571036016
lcl|NC_003911.12_cds_WP_011046682.1_931,6.32E-10,4.22E-08,38.21910686,11.63574066,1,7.261784707,0.895056974,0.000710241,0.894346733,0.127730623,0.894346733
lcl|NC_003911.12_cds_WP_011048766.1_3118,6.41E-10,4.22E-08,38.19191554,22.26046875,1,9.417266895,1.71234375,9.01E-05,1.712253678,1.328094193,1.712253678
lcl|NC_003911.12_cds_WP_011048470.1_2816,6.45E-10,4.22E-08,38.18163732,13.91965388,1,6.377222366,1.070742606,0.001777393,1.068965214,0.155690564,1.068965214
lcl|NC_003911.12_cds_WP_011048003.1_2320,6.48E-10,4.22E-08,38.17119884,17.09472469,1,8.088932552,1.314978822,0.000294248,1.314684574,0.402228371,1.314684574
lcl|NC_003911.12_cds_WP_144084050.1_1101,6.51E-10,4.22E-08,38.16282222,17.32403251,1,9.141718349,1.332617885,0.000108609,1.332509277,1.094297876,1.332509277
lcl|NC_003911.12_cds_WP_011047601.1_1908,6.54E-10,4.22E-08,38.15226303,16.84707625,1,7.788588571,1.295928942,0.000404206,1.295524736,0.270212762,1.295524736
lcl|NC_003911.12_cds_WP_030003242.1_2963,6.63E-10,4.22E-08,38.12576768,23.41368859,1,9.214659068,1.801052968,0.000102901,1.800950068,1.15452605,1.800950068
lcl|NC_003911.12_cds_WP_011048849.1_3206,6.76E-10,4.22E-08,38.08947775,13.30765626,1,8.506529998,1.023665866,0.000201627,1.023464239,0.63334409,1.023464239
lcl|NC_003911.12_cds_WP_011046034.1_268,7.01E-10,4.22E-08,38.01740107,21.51712104,1,9.931118776,1.655163157,4.73E-05,1.655115893,1.797072986,1.797072986
lcl|NC_003911.12_cds_WP_005862801.1_3547,7.13E-10,4.22E-08,37.98584503,28.74285627,1,9.8017268,2.210988944,6.32E-05,2.210925729,1.676494728,2.210925729
lcl|NC_003911.12_cds_WP_011046064.1_298,7.14E-10,4.22E-08,37.9824094,21.4883175,1,6.790194128,1.6529475,0.001230811,1.651716689,0.104429514,1.651716689
lcl|NC_003911.12_cds_WP_044028554.1_2829,7.22E-10,4.22E-08,37.96113072,11.96301957,1,6.330045842,0.920232275,0.001834741,0.918397534,0.16537173,0.918397534
lcl|NC_003911.12_cds_WP_011046255.1_496,7.24E-10,4.22E-08,37.95562123,28.66807734,1,9.918832993,2.205236718,5.28E-05,2.20518396,1.785590104,2.20518396
lcl|NC_003911.12_cds_WP_011049029.1_3389,7.25E-10,4.22E-08,37.9532419,10.77494507,1,8.447044412,0.828841929,0.000217592,0.828624336,0.596745974,0.828624336
lcl|NC_003911.12_cds_WP_044028228.1_1975,7.25E-10,4.22E-08,37.95194576,11.82207374,1,8.014931425,0.909390287,0.000311863,0.909078425,0.36759455,0.909078425
lcl|NC_003911.12_cds_WP_011049267.1_3635,7.72E-10,4.22E-08,37.83032045,9.589014678,1,7.686048607,0.737616514,0.000442599,0.737173914,0.230646422,0.737173914
lcl|NC_003911.12_cds_WP_011046819.1_1086,7.75E-10,4.22E-08,37.82211159,14.06255636,1,8.409977015,1.081735105,0.000232266,1.081502839,0.574550972,1.081502839
lcl|NC_003911.12_cds_WP_011048768.1_3121,7.90E-10,4.22E-08,37.7850688,17.010984,1,8.973974964,1.30853723,0.000127863,1.308409367,0.960966063,1.308409367
lcl|NC_003911.12_cds_WP_011048936.1_3294,7.90E-10,4.22E-08,37.78500118,18.52681308,1,9.62503114,1.425139468,6.97E-05,1.425069789,1.513966623,1.513966623
lcl|NC_003911.12_cds_WP_011047546.1_1854,8.16E-10,4.22E-08,37.72247925,16.90795841,1,9.693406385,1.300612185,6.26E-05,1.300549537,1.576475116,1.576475116
lcl|NC_003911.12_cds_WP_011048947.1_3305,8.16E-10,4.22E-08,37.72220497,27.52459577,1,9.774953524,2.117276598,6.95E-05,2.117207107,1.651676721,2.117207107
lcl|NC_003911.12_cds_WP_011045847.1_76,8.27E-10,4.22E-08,37.69591459,29.68016884,1,10.80487927,2.283089911,2.43E-05,2.283065632,2.586310527,2.586310527
lcl|NC_003911.12_cds_WP_011045919.1_152,8.34E-10,4.22E-08,37.677815,28.16811356,1,9.771015245,2.166777966,6.96E-05,2.166708347,1.648030906,2.166708347
lcl|NC_006569.1_cds_WP_011242221.1_4408,8.39E-10,4.22E-08,37.66613429,15.54019523,1,8.132873939,1.195399633,0.000289033,1.195110601,0.423694291,1.195110601
lcl|NC_003911.12_cds_WP_011048616.1_2962,8.63E-10,4.22E-08,37.61161774,25.04090745,1,8.406719915,1.92622365,0.00024743,1.92597622,0.572623227,1.92597622
lcl|NC_003911.12_cds_WP_011047121.1_1409,8.68E-10,4.22E-08,37.60178824,20.16277953,1,9.882231362,1.550983041,5.02E-05,1.550932826,1.751414751,1.751414751
lcl|NC_003911.12_cds_WP_011048485.1_2832,8.70E-10,4.22E-08,37.59623572,16.22583084,1,7.733837458,1.248140833,0.000441197,1.247699636,0.248505917,1.247699636
lcl|NC_003911.12_cds_WP_030003208.1_1853,8.71E-10,4.22E-08,37.59336032,16.3243237,1,8.476997836,1.255717208,0.000221442,1.255495765,0.615024313,1.255495765
lcl|NC_003911.12_cds_WP_044028316.1_2233,8.74E-10,4.22E-08,37.58664376,17.29816195,1,6.314828538,1.330627842,0.001953555,1.328674287,0.168704793,1.328674287
lcl|NC_003911.12_cds_WP_011046265.1_507,8.98E-10,4.22E-08,37.53519357,15.54548169,1,9.087055283,1.195806284,0.00011031,1.195695975,1.050030074,1.195695975
lcl|NC_003911.12_cds_WP_011049246.1_3613,9.01E-10,4.22E-08,37.52875952,20.3024957,1,9.006668418,1.561730438,0.000119824,1.561610614,0.986356893,1.561610614
lcl|NC_003911.12_cds_WP_011045851.1_80,9.15E-10,4.22E-08,37.49911033,16.91228103,1,8.20613995,1.300944695,0.000257442,1.300687253,0.460982129,1.300687253
lcl|NC_003911.12_cds_WP_030003178.1_629,9.17E-10,4.22E-08,37.49351222,17.18756437,1,8.175866953,1.322120336,0.000268935,1.321851402,0.445348109,1.321851402
lcl|NC_003911.12_cds_WP_044028028.1_1263,9.23E-10,4.22E-08,37.48156646,25.60645459,1,8.898628975,1.969727276,0.000144031,1.969583245,0.903606709,1.969583245
lcl|NC_003911.12_cds_WP_011049390.1_3761,9.29E-10,4.22E-08,37.46797016,15.93249382,1,8.953408664,1.225576448,0.000128447,1.225448001,0.945147579,1.225448001
lcl|NC_003911.12_cds_WP_030003239.1_2899,9.31E-10,4.22E-08,37.46441378,12.67781486,1,8.534366924,0.975216528,0.000201241,0.975015286,0.650882098,0.975015286
lcl|NC_003911.12_cds_WP_011049440.1_3813,9.43E-10,4.22E-08,37.43986685,12.92378833,1,8.455716295,0.994137564,0.000198939,0.993938625,0.602006323,0.993938625
lcl|NC_003911.12_cds_WP_011048808.1_3165,9.53E-10,4.22E-08,37.41979862,29.55551942,1,9.285530613,2.273501494,0.00010645,2.273395044,1.21424225,2.273395044
lcl|NC_003911.12_cds_WP_011049196.1_3563,9.54E-10,4.22E-08,37.41739614,19.55756537,1,8.611067623,1.504428105,0.000182782,1.504245324,0.700547113,1.504245324
lcl|NC_003911.12_cds_WP_011047602.1_1909,9.54E-10,4.22E-08,37.41574033,13.58745048,1,7.081387723,1.045188499,0.000825763,1.044362735,0.10650383,1.044362735
lcl|NC_006569.1_cds_WP_011241817.1_3976,9.59E-10,4.22E-08,37.40649636,14.13060658,1,8.822674112,1.086969737,0.000147576,1.086822162,0.847473519,1.086822162
lcl|NC_003911.12_cds_WP_011049532.1_3908,9.59E-10,4.22E-08,37.40614323,18.07393173,1,9.435480696,1.39030244,7.63E-05,1.390226121,1.344102505,1.390226121
lcl|NC_003911.12_cds_WP_011048219.1_2554,9.68E-10,4.22E-08,37.38884459,15.60244731,1,8.527812912,1.200188255,0.000211376,1.199976879,0.646729409,1.199976879
lcl|NC_006569.1_cds_WP_011241815.1_3974,9.72E-10,4.22E-08,37.38122559,14.58197608,1,8.21617557,1.121690468,0.000272089,1.121418378,0.46623541,1.121418378
lcl|NC_003911.12_cds_WP_193385770.1_362,9.85E-10,4.22E-08,37.35464224,24.22408598,1,7.709374531,1.863391229,0.000473828,1.862917401,0.239225655,1.862917401
lcl|NC_003911.12_cds_WP_011047006.1_1287,9.97E-10,4.22E-08,37.33060502,9.057625907,1,7.30442193,0.696740454,0.000687263,0.696053191,0.134407111,0.696053191
lcl|NC_003911.12_cds_WP_011046338.1_582,9.98E-10,4.22E-08,37.32785226,21.59270053,1,9.751507748,1.660976964,6.56E-05,1.660911398,1.629991619,1.660911398
lcl|NC_003911.12_cds_WP_011049279.1_3648,1.00E-09,4.22E-08,37.32362483,28.0532431,1,8.985918608,2.157941777,0.00013866,2.157803117,0.970207285,2.157803117
lcl|NC_003911.12_cds_WP_011048614.1_2960,1.00E-09,4.22E-08,37.32184633,27.18657317,1,8.949744657,2.091274859,0.00014862,2.091126239,0.942342048,2.091126239
lcl|NC_003911.12_cds_WP_011047844.1_2156,1.01E-09,4.22E-08,37.3052052,16.69204136,1,8.74395747,1.284003182,0.000168241,1.283834941,0.791157615,1.283834941
lcl|NC_003911.12_cds_WP_011046986.1_1264,1.02E-09,4.22E-08,37.29551275,15.31001819,1,8.085610317,1.177693707,0.000317028,1.177376679,0.400632744,1.177376679
lcl|NC_003911.12_cds_WP_011047426.1_1720,1.02E-09,4.22E-08,37.28918031,27.74972791,1,9.841115075,2.134594455,6.35E-05,2.134530959,1.713101177,2.134530959
lcl|NC_003911.12_cds_WP_011047619.1_1926,1.03E-09,4.22E-08,37.27612801,18.36066218,1,8.020181995,1.412358629,0.000322139,1.41203649,0.369989349,1.41203649
lcl|NC_003911.12_cds_WP_011048006.1_2323,1.03E-09,4.22E-08,37.26011149,20.7113891,1,9.628148866,1.593183777,6.91E-05,1.593114635,1.516804492,1.593114635
lcl|NC_003911.12_cds_WP_011047098.1_1384,1.04E-09,4.22E-08,37.25643538,13.16647584,1,8.231223674,1.012805834,0.000283936,1.012521898,0.474178352,1.012521898
lcl|NC_003911.12_cds_WP_011046035.1_269,1.05E-09,4.22E-08,37.23741331,21.07474903,1,9.424785746,1.621134541,9.16E-05,1.621042913,1.334695202,1.621042913
lcl|NC_003911.12_cds_WP_011046268.1_510,1.05E-09,4.22E-08,37.23595975,28.72499627,1,9.971000969,2.209615098,5.23E-05,2.209562749,1.834378304,2.209562749
lcl|NC_003911.12_cds_WP_011049250.1_3617,1.05E-09,4.22E-08,37.23205859,16.43437703,1,8.011853109,1.264182849,0.000323502,1.263859347,0.366194955,1.263859347
lcl|NC_003911.12_cds_WP_230981768.1_722,1.06E-09,4.22E-08,37.20987087,8.893442719,1,6.152505509,0.684110978,0.0022034,0.681907579,0.204309596,0.681907579
lcl|NC_003911.12_cds_WP_011046256.1_497,1.07E-09,4.22E-08,37.18590966,28.6392883,1,10.34620207,2.203022177,4.03E-05,2.202981839,2.183679374,2.202981839
lcl|NC_003911.12_cds_WP_011048558.1_2904,1.08E-09,4.22E-08,37.18056301,8.825524591,1,7.007910314,0.678886507,0.000982312,0.677904195,0.102095911,0.677904195
lcl|NC_003911.12_cds_WP_011049565.1_3942,1.08E-09,4.22E-08,37.17803556,14.53808761,1,8.835115639,1.118314431,0.000155451,1.118158981,0.856549278,1.118158981
lcl|NC_003911.12_cds_WP_011047157.1_1446,1.08E-09,4.22E-08,37.17397603,21.65305472,1,8.79971011,1.665619594,0.000154139,1.665465455,0.830846183,1.665465455
lcl|NC_003911.12_cds_WP_011048946.1_3304,1.09E-09,4.22E-08,37.1561153,28.4161141,1,9.593126598,2.185854931,7.86E-05,2.185776367,1.484999294,2.185776367
lcl|NC_003911.12_cds_WP_011049154.1_3517,1.09E-09,4.22E-08,37.15200231,18.48957187,1,9.549621946,1.422274759,7.59E-05,1.422198829,1.445727629,1.445727629
lcl|NC_003911.12_cds_WP_193385775.1_1662,1.10E-09,4.22E-08,37.13936213,14.02485281,1,6.267143739,1.078834832,0.002023446,1.076811386,0.179526124,1.076811386
lcl|NC_003911.12_cds_WP_011048937.1_3295,1.12E-09,4.22E-08,37.10967171,16.66703313,1,8.222111599,1.282079472,0.000276674,1.281802798,0.469359235,1.281802798
lcl|NC_003911.12_cds_WP_011045837.1_66,1.12E-09,4.22E-08,37.09600104,14.76194203,1,8.362377844,1.135534003,0.000230394,1.135303609,0.546742283,1.135303609
lcl|NC_003911.12_cds_WP_030003174.1_506,1.13E-09,4.22E-08,37.09058633,27.60626409,1,10.07154599,2.123558776,5.24E-05,2.123506341,1.928504316,2.123506341
lcl|NC_003911.12_cds_WP_162472063.1_1274,1.14E-09,4.22E-08,37.06226325,24.52397964,1,8.168852822,1.886459972,0.000300274,1.886159698,0.44177138,1.886159698
lcl|NC_003911.12_cds_WP_011048615.1_2961,1.15E-09,4.22E-08,37.05650767,26.27669607,1,10.79531123,2.021284313,2.19E-05,2.021262376,2.578406103,2.578406103
lcl|NC_003911.12_cds_WP_011046754.1_1007,1.17E-09,4.22E-08,37.02473052,13.30158689,1,7.783836853,1.023198992,0.000429047,1.022769945,0.268282705,1.022769945
lcl|NC_006569.1_cds_WP_005978431.1_4020,1.17E-09,4.22E-08,37.0151935,24.2350016,1,8.02634847,1.864230892,0.0003217,1.863909192,0.372814074,1.863909192
lcl|NC_003911.12_cds_WP_011048941.1_3299,1.18E-09,4.22E-08,37.00100708,14.49915348,1,8.110467553,1.115319498,0.000310829,1.115008669,0.412664485,1.115008669
lcl|NC_003911.12_cds_WP_011049181.1_3546,1.19E-09,4.22E-08,36.97816026,27.22508112,1,9.790291482,2.094237009,6.13E-05,2.094175667,1.665887686,2.094175667
lcl|NC_003911.12_cds_WP_011049211.1_3578,1.20E-09,4.22E-08,36.96700919,12.60134513,1,8.294995888,0.969334241,0.000264452,0.969069789,0.508715214,0.969069789
lcl|NC_003911.12_cds_WP_144084033.1_3719,1.20E-09,4.22E-08,36.96225976,11.06287187,1,6.995780488,0.850990144,0.000969461,0.850020683,0.101650073,0.850020683
lcl|NC_003911.12_cds_WP_011046153.1_392,1.21E-09,4.22E-08,36.95892706,11.0189159,1,8.333172178,0.847608915,0.000235359,0.847373556,0.530066814,0.847373556
lcl|NC_003911.12_cds_WP_011045835.1_64,1.21E-09,4.22E-08,36.95849856,15.84013884,1,8.325395948,1.218472219,0.000247343,1.218224875,0.525676639,1.218224875
lcl|NC_003911.12_cds_WP_011049489.1_3863,1.23E-09,4.25E-08,36.92872333,11.24405349,1,8.363748528,0.864927192,0.000226634,0.864700558,0.547532146,0.864700558
lcl|NC_003911.12_cds_WP_011047034.1_1315,1.28E-09,4.34E-08,36.84917236,32.70720783,1,11.03486925,2.515939064,1.98E-05,2.515919228,2.767611002,2.767611002
lcl|NC_006569.1_cds_WP_011241816.1_3975,1.28E-09,4.34E-08,36.84802127,10.99305326,1,7.851760047,0.845619481,0.000381005,0.845238476,0.296531115,0.845238476
lcl|NC_003911.12_cds_WP_044028177.1_1806,1.29E-09,4.34E-08,36.82635236,14.94878724,1,6.845784352,1.149906711,0.001059976,1.148846735,0.102160994,1.148846735
lcl|NC_003911.12_cds_WP_011047057.1_1341,1.30E-09,4.34E-08,36.81304662,13.38220177,1,8.757324525,1.029400136,0.000151331,1.029248804,0.800584656,1.029248804
lcl|NC_003911.12_cds_WP_030003213.1_2015,1.31E-09,4.34E-08,36.79471183,11.44170604,1,7.362396944,0.880131234,0.00065989,0.879471343,0.14411759,0.879471343
lcl|NC_003911.12_cds_WP_011046077.1_313,1.32E-09,4.34E-08,36.78869184,16.37023165,1,9.456112108,1.259248588,8.06E-05,1.259167963,1.362308259,1.362308259
lcl|NC_003911.12_cds_WP_011046110.1_347,1.32E-09,4.34E-08,36.78261697,15.14545976,1,8.945104449,1.165035366,0.000134008,1.164901358,0.938794549,1.164901358
lcl|NC_006569.1_cds_WP_011241917.1_4094,1.33E-09,4.34E-08,36.76794547,8.353668005,1,6.162000469,0.642589847,0.00217848,0.640411367,0.20250509,0.640411367
lcl|NC_003911.12_cds_WP_268957420.1_62,1.37E-09,4.34E-08,36.71042449,18.05831496,1,6.725172806,1.389101151,0.001304508,1.387796643,0.10790822,1.387796643
lcl|NC_003911.12_cds_WP_011046564.1_813,1.37E-09,4.34E-08,36.70602213,9.78157633,1,8.018951944,0.752428948,0.000336245,0.752092704,0.369427464,0.752092704
lcl|NC_003911.12_cds_WP_011049497.1_3871,1.38E-09,4.34E-08,36.70092628,27.528263,1,10.49623933,2.117558692,3.03E-05,2.117528394,2.319844024,2.319844024
lcl|NC_003911.12_cds_WP_005621870.1_495,1.38E-09,4.34E-08,36.68985578,28.41667092,1,9.974802398,2.185897763,5.39E-05,2.18584384,1.837935944,2.18584384
lcl|NC_003911.12_cds_WP_030003263.1_3544,1.39E-09,4.34E-08,36.67612835,27.81628421,1,9.774459298,2.13971417,6.26E-05,2.139651554,1.651219126,2.139651554
lcl|NC_003911.12_cds_WP_011047829.1_2141,1.42E-09,4.34E-08,36.6346567,11.39096106,1,7.772078171,0.876227773,0.000456858,0.875770916,0.263541953,0.875770916
lcl|NC_003911.12_cds_WP_011047309.1_1599,1.43E-09,4.34E-08,36.63099712,8.752653984,1,8.496408045,0.673281076,0.000102587,0.673178488,0.627031826,0.673178488
lcl|NC_003911.12_cds_WP_011047309.1_2986,1.43E-09,4.34E-08,36.63099712,8.752653984,1,8.496408045,0.673281076,0.000102587,0.673178488,0.627031826,0.673178488
lcl|NC_003911.12_cds_WP_005621947.1_3872,1.44E-09,4.34E-08,36.61686736,28.11700533,1,9.77065756,2.162846564,6.17E-05,2.162784876,1.647699847,2.162784876
lcl|NC_006569.1_cds_WP_011242220.1_4407,1.44E-09,4.34E-08,36.61464486,8.75539257,1,6.770724864,0.673491736,0.001143608,0.672348128,0.105396896,0.672348128
lcl|NC_003911.12_cds_WP_011049065.1_3425,1.45E-09,4.34E-08,36.60697068,11.64564595,1,8.821129861,0.89581892,0.00015576,0.89566316,0.846350321,0.89566316
lcl|NC_003911.12_cds_WP_011048854.1_3211,1.47E-09,4.34E-08,36.5718429,21.60271348,1,10.15821079,1.661747191,3.98E-05,1.661707385,2.009511507,2.009511507
lcl|NC_003911.12_cds_WP_011046244.1_482,1.49E-09,4.34E-08,36.5417579,27.55101709,1,10.72918789,2.119309007,2.58E-05,2.119283173,2.523083833,2.523083833
lcl|NC_003911.12_cds_WP_011048853.1_3210,1.51E-09,4.34E-08,36.52723684,21.7304688,1,9.518677392,1.671574523,8.39E-05,1.671490632,1.417965644,1.671490632
lcl|NC_003911.12_cds_WP_011048852.1_3209,1.51E-09,4.34E-08,36.52712437,21.75273733,1,10.10078592,1.673287487,4.25E-05,1.673244947,1.955861127,1.955861127
lcl|NC_003911.12_cds_WP_030003237.1_2831,1.51E-09,4.34E-08,36.52161666,12.2957768,1,7.891054266,0.945828985,0.000404242,0.945424743,0.313344075,0.945424743
lcl|NC_003911.12_cds_WP_011046472.1_721,1.54E-09,4.34E-08,36.48359986,7.573742028,1,7.475936416,0.582595541,0.000612022,0.581983519,0.167192142,0.581983519
lcl|NC_003911.12_cds_WP_011047041.1_1324,1.56E-09,4.34E-08,36.4586833,13.02262024,1,8.822882191,1.001740018,0.000148829,1.001591189,0.84762492,1.001591189
