"","geneNames","feature","id","fc","pval","qval","mean"
"1","SPO1292.t01","gene","MSTRG.1001",0.70270846364647,0.0355473499871053,0.129068417532589,254.3529445
"2","SPO1299.t01","gene","MSTRG.1006",2.43952790933223,0.0137144340094043,0.0823611390238683,71.1551588571429
"3","SPO0143.t01","gene","MSTRG.101",1.29668815396197,0.0400995947693439,0.136059525752687,98.6786993571429
"4","SPO1314.t01","gene","MSTRG.1019",1.4263669211035,0.00844233999251076,0.066146488909241,114.641880792481
"5","SPO0144.t01","gene","MSTRG.102",1.2051263232748,0.0253052544419397,0.111331953578754,154.640292571429
"6","SPO1322.t01","gene","MSTRG.1024",4.03252276082443,0.000933867999923566,0.0319910169182914,4.48922628571429
"7","SPO1325.t01","gene","MSTRG.1027",0.471861802554966,0.0242062383140225,0.108291066141679,77.1708886428572
"8","SPO1334.t01","gene","MSTRG.1034",1.64144791188801,0.0172901266558405,0.0922975360130616,87.0011359285714
"9","SPO1335.t01","gene","MSTRG.1035",1.64867956700296,0.00047719720627204,0.0286968802725541,107.393270142857
"10","SPO0146.t01","gene","MSTRG.104",0.573121850700413,0.00408733170522146,0.0489151790715132,92.0885935
"11","SPO1341.t01","gene","MSTRG.1041",0.529491707336824,0.0129270827521017,0.0811129304678617,80.9354110714286
"12","MSTRG.1047.1","gene","MSTRG.1047",1.55377711216822,0.0101615615629087,0.0723836713761396,89.2199316019127
"13","SPO1356.t01","gene","MSTRG.1055",1.51565252236276,0.0347810203372617,0.127958634325651,146.981612571429
"14","SPO1356a.t01","gene","MSTRG.1056",1.63446259977316,0.0336328076195115,0.125554906822838,133.186481
"15","SPO1357.t01","gene","MSTRG.1057",1.66782866908654,0.000898792402431736,0.0319910169182914,95.1920237142857
"16","SPO1358.t01","gene","MSTRG.1058",1.33923508253448,0.0443096873288571,0.143443958491368,153.270246857143
"17","SPO1364a.t01","gene","MSTRG.1065",1.64487490965114,0.0236550421004663,0.107567166753149,108.7521965
"18","SPO1365.t01","gene","MSTRG.1066",1.4992365593421,0.0012701897777716,0.0350552686229861,0.798144642857143
"19","SPO1366.t01","gene","MSTRG.1067",1.81006392354502,0.000908292394156573,0.0319910169182914,163.679498357143
"20","SPO1374.t01","gene","MSTRG.1074",1.48081096869318,0.0220538112892807,0.104541709598678,186.169030357143
"21","SPO1375.t01","gene","MSTRG.1075",1.53758512730565,0.00261447376064627,0.0440614065163796,104.833197642857
"22","SPO1379.t01","gene","MSTRG.1079",1.53894689225242,0.00852864424793598,0.0662118400044679,95.3981355714286
"23","SPO1382.t01","gene","MSTRG.1082",2.23474632951573,0.0126591818387611,0.0802251835435638,98.5757541428571
"24","SPO1383.t01","gene","MSTRG.1083",0.540172240860799,0.0465910669815264,0.146543433031536,1075.7654355
"25","SPO0151.t01","gene","MSTRG.109",1.5524167379595,0.00414930398834334,0.0490051099587036,112.056821644473
"26","SPO1393.t01","gene","MSTRG.1092",0.386983861290702,0.00737367612474515,0.0625159497532741,80.8646294285714
"27","SPO1394.t01","gene","MSTRG.1093",0.416959207746706,0.00587049628863312,0.0557138325149609,84.2612490714286
"28","SPO1395.t01","gene","MSTRG.1094",0.541910146475471,0.00469400054194735,0.0513551544440775,67.5866971428571
"29","SPO1397.t01","gene","MSTRG.1096",1.30610396404196,0.0291591488067281,0.118314049319833,105.120596285714
"30","SPO1399.t01","gene","MSTRG.1098",0.447293054414686,0.00661269516106711,0.05940673295105,76.1675790714286
"31","SPO0015.t01","gene","MSTRG.11",1.96975786902947,0.00378404130789489,0.0483620113233333,122.036016785714
"32","SPO1404.t01","gene","MSTRG.1102",0.671687184436624,0.0183533373788998,0.0954751647725132,82.7916773571429
"33","SPO1407.t01","gene","MSTRG.1104",1.54876020875163,0.0354712849532107,0.129068417532589,125.909250785714
"34","SPO1410.t01","gene","MSTRG.1107",1.52193789744145,0.00252325664265562,0.0440614065163796,130.913265428571
"35","SPO1411.t01","gene","MSTRG.1108",1.41415879177251,0.0294912758512187,0.119105875298018,85.6492126428571
"36","SPO0154.t01","gene","MSTRG.111",0.62071041260469,0.0219837325207228,0.104541709598678,93.5575915714286
"37","SPO1419.t01","gene","MSTRG.1116",0.629243851330741,0.0300112735472327,0.119576168039755,643.126397285714
"38","SPO1421.t01","gene","MSTRG.1118",1.52901234586217,0.0241351951799315,0.108252153196711,90.8499255
"39","SPO0155.t01","gene","MSTRG.112",1.60430566063123,0.0367393525258892,0.130958014648734,147.059003
"40","SPO1424.t01","gene","MSTRG.1121",1.41843862316103,0.0229658213693176,0.106180889594544,114.822105142857
"41","SPO1440.t01","gene","MSTRG.1134",0.704237356668542,0.0102188712531021,0.0723836713761396,76.7776218798908
"42","SPO1445.t01","gene","MSTRG.1138",0.404856703098428,0.000574154610901711,0.0295564219409884,85.6475933923637
"43","SPO1452.t01","gene","MSTRG.1140",0.426125089187728,0.00769420856008129,0.0630661466055663,79.2221534285714
"44","SPO1453.t01","gene","MSTRG.1141",0.447373031307032,0.00861083180387678,0.0665382457572297,77.1893619285714
"45","SPO1454.t01","gene","MSTRG.1142",0.56520276596479,0.00389364850677343,0.0485242285712553,96.4740929285714
"46","SPO1457.t01","gene","MSTRG.1144",1.56916295952424,0.0327197996460581,0.124245287315788,121.226303142857
"47","SPO1459.t01","gene","MSTRG.1146",0.630554668072657,0.0277626762354226,0.11608267397527,86.0391912265704
"48","SPO1462.t01","gene","MSTRG.1148",1.20377592185967,0.0453761696196422,0.145378910249816,88.2609412857143
"49","SPO1463.t01","gene","MSTRG.1149",0.330460646810595,0.00308241419754762,0.0456560477290465,82.0870883571429
"50","SPO1464.t01","gene","MSTRG.1150",0.449208877824084,0.00697550836998251,0.0613363667015703,87.8376577857143
"51","SPO1466.t01","gene","MSTRG.1152",0.41533473309418,0.0183750090874399,0.0954751647725132,79.6212185714286
"52","SPO1467.t01","gene","MSTRG.1153",0.371259627083636,0.00356148816260471,0.0483620113233333,87.3049781428571
"53","SPO1469.t01","gene","MSTRG.1155",0.374743867654096,0.00317158200368928,0.0461932658587512,85.0322970806236
"54","SPO1476.t01","gene","MSTRG.1157",0.623889820988081,0.0211034327086279,0.102879234454561,93.9289855072516
"55","SPO1478.t01","gene","MSTRG.1158",2.73515320537593,0.00185604154244245,0.0398140203320824,133.17379623434
"56","SPO1480.t01","gene","MSTRG.1159",1.85157111037714,0.0227829464601579,0.105630024497096,91.7691110797134
"57","SPO1482.t01","gene","MSTRG.1160",2.32450894003575,0.00274394418250934,0.0448087436700417,103.419543858235
"58","SPO1487.t01","gene","MSTRG.1161",1.5210408335489,0.0372369955024261,0.131812474612144,91.2291852142857
"59","SPO1488.t01","gene","MSTRG.1162",1.9686695084019,0.0289181886538559,0.117812295005324,88.064844
"60","SPO1489.t01","gene","MSTRG.1163",0.395294106904067,0.0042378175602632,0.0491860204476101,94.1191036428572
"61","SPO1490.t01","gene","MSTRG.1164",0.525737012126758,0.0105204695576587,0.0734218033339762,92.1509580714286
"62","SPO1494.t01","gene","MSTRG.1166",0.390763964704674,0.0026727375860669,0.0441455561524743,88.4240810714286
"63","SPO0160.t01","gene","MSTRG.117",0.45065930377128,0.0028147429383818,0.045255836198828,96.7781829285714
"64","SPO1514.t01","gene","MSTRG.1181",0.526423151319721,0.0368926259954024,0.131363109747324,81.1777397142857
"65","SPO1521.t01","gene","MSTRG.1187",0.475636338204176,0.0268134295495017,0.113957075585382,85.8074732142857
"66","SPO1525.t01","gene","MSTRG.1190",0.44593396298153,0.00930815590990453,0.0687480328088751,86.3817915319207
"67","SPO1527.t01","gene","MSTRG.1191",0.276647926746708,0.0038323654362824,0.0483620113233333,79.9388733020718
"68","SPO1530.t01","gene","MSTRG.1193",0.285910679631736,0.00416876048517478,0.0490051099587036,71.2214857142857
"69","SPO1531.t01","gene","MSTRG.1194",0.42032362623012,0.00383826092813933,0.0483620113233333,93.3330635714286
"70","SPO1533.t01","gene","MSTRG.1196",0.51383427240765,0.0189535872165953,0.0966632948046363,75.6875742142857
"71","SPO1535.t01","gene","MSTRG.1198",0.444395792746489,0.00905868772372198,0.0685237283693187,74.6757876790225
"72","SPO1538.t01","gene","MSTRG.1199",0.40287113960907,0.00480299226646885,0.0515583179976896,80.75219098594
"73","SPO1542.t01","gene","MSTRG.1201",0.295567878067807,0.0155314833205304,0.0879985583395374,81.5463563571429
"74","SPO1544.t01","gene","MSTRG.1203",0.344183544826227,0.000585353894140717,0.0295564219409884,81.8990323244397
